label,tweet,label_id

2013_Alberta_Floods,"Waiting to hear whether it's safe to drive to #yyc for #sledisland tonight. My gut is saying no. Stay safe, friends!",2

random,Why do white say nigga please to a another white person? Wtf?,7

random,"They couldn't talk, of #course. Spies were everywhere. These false Jedi clearly remained suspicious, despite pretending t",7

random,Mmmm drunk puzzling (@ Dave's Liquor Store) http://t.co/hnpUdTdJLC,7

random,Ugh wish you actually gave a shit about your son,7

random,"The ones that matter, Marr said.",7

random,Andddd I'm just like hockey,7

random,The four-day Grand Slam of Curling will be televised on Sportsnet featuring the best men's teams from around the world #ymm,7

random,@Impark It would be great to have been told about the online form being an option somewhere in those 35mins of apologies.Just a suggestion.,7

random,@madisonmaarie Caribbean rasta player hands down.,7

random,A planet has to achieve its own independence before it can ask for admission into the Alliance. Leia shrugged as if th,7

random,"I smoke a blunt to take the pain out and if i wasn't high , i'd probably try to blow my brains out",7

random,My phone :( 12% .. Tf!? Thought I charged it before I left,7

random,@stopbeingfamous for 100% correct statement of the night.,7

random,"Supply Chain Coordinator needed in Lloydminster, AB #job #hiring http://t.co/Q6rGaxg5M5",7

random,"r, giving the world large polar ice caps. There was no hint of desert or any terrain other than #forest and tundra.",7

random,"Is it true what they say about guys with big feet? Ya, I can run fast. @ chinook nail palace http://t.co/QiW5sywqAS",7

2013_Alberta_Floods,"@FoxNews: Floods kill 3, force 75,000 from homes in Calgary http://t.co/34lCFxhWdv #abflood it has been crazy here! Pray for these people",2

random,@heather_bracken hi heather!  I gots some tennis elbow happening...can u help?  Open tues afternoon?,7

random,ipes would #be big enough to crawl through.,7

2013_Alberta_Floods,Calgary holds its breath as flood waters advance. Surrounding communities are getting pummeled by Mother Nature. #yyc #yycflood,2

random,@iMakeupGirl sure is We're staying at the coast now,7

random,"Class 1 Truck Driver - Must Be US Capable  Calgary, AB National company needs Drivers everywhere! #job #hiring http://t.co/H3O0rnWkR3",7

random,"We can't help everyone, but everyone can help someone.",7

random,"4am &amp; I'm waking up with this teams future running through my mind.It's vivid, clear, and sensational.Now comes the work and focus",7

random,@umm_7amada im touring the world lool gonna be in london for a day,7

random,all the roads to my exam are closed but this shit is still happening.. who has a chopper I can borraw?!,7

random,@roperapril hahahaha well looks like you're shit out of luck,7

random,Tossed about I'm like a ship on the ocean,7

random,Smashing down walls all day.. I love my job,7

random,Rewatching Black Books makes me a happy boy!,7

random,"Hey, Jacen said as he sauntered in, grinning. Two Gamoffean guards are walking down a narrow, deserted canyon when su",7

random,"@CERAPM Is it possible to call an emergency meeting for owners, board &amp; management for #wedgewoods ??",7

random,"jacket and dress, and from the way she held one hand behind her back, Luke assumed she was holding a weapon. Hello, he",7

random,@744Nicole when does the movie premiere?! Im.so childish :$,7

random,Gas powered stick....never runs out of gas!!!,7

random,"I'm at Milestones (Calgary, AB) http://t.co/kC2RV0Xjw1",7

random,"h, we have a pledge from a self-appointed United Council of Bith Musicians. They have sworn to play patriotic songs tha",7

random,"Fuck yes, goodbye #juniorhigh, hello #highschool once again",7

random,@WomanCrushs:  http://t.co/DEEWZjWsAi who is this... Holy,7

random,her and her anxiety. She would have preferred #the former.,7

random,@Pixelfish Oh that really is sad :-( I love going there.  Hope they can fix it!,7

random,Rhubarb Pie :') with garden fresh rhubarb we just harvested today :'D @ ma maison http://t.co/YCfBtGLoNv,7

random,Last day of normal  classes :-) :-) :-) :-) :-)  #hyfr #exams #school,7

2013_Alberta_Floods,@Traceybregman RT pls Canadian or not...it's time to lend a hand. Alberta needs our help...donate if you can!  https://t.co/AmXhfOUIqL,2

random,@KodiakKingMusic I wanna go home. Bad. I would do anything,7

random,Errrrrr! Why is my ukulele going out if tune as I play it?! Cuz it's a piece of shit that's why! I NEED a new one.,7

random,Where I rendezvous with inspiration. #vscocam @ Keyano College Art Centre http://t.co/fGfPNlsdiB,7

random,Feels great to wake up without a hangover :) #greatnight,7

random,@dentmay I'm on it now. Stay tuned.,7

random,"If you're not close enough with your parents to play on the playground with them unembarrassed, then I feel bad for you!",7

random,I'm concerned about us all.,7

random,@homesweetyeg @phunphunphun that would definitely put it over 10 Street bridge (it's only a few feet away now).,7

random,@Sid_Seixeiro throwing down the sprinkler to #magicstick on @timandsid,7

random,"Spent 25 minutes walking around Target looking for shower curtains,  find the curtains and proceed to regale cashier tale of search....",7

random,"stood in the middle of the chaos, wielding a pair of blaster pistols and snapping his tail spike outward in menacing fa",7

random,"My mother told me three years ago, I must not marry no mean man lol @neekytight  remember GG? Tehe",7

random,@KingDave46 takk to me babe I missses you,7

random,"@SydnieCad comes to visit soon, then Italy for 2 weeks, @KellFerrand 's 21st, And finally @d_gentile flies back to Sylvan with me! #summer",7

random,Not yet. Give him a couple of hours.,7

random,"@NICCI_ISNEECHEE: @ThomBri classic example, youre pretty w/o all the fake shit. ;) why shanks!",7

random,"Calm, Drev, Relin said, and his Padawan zagged out of the way of another asteroid as he righted the starfighter.",7

random,"@andrewneville10 I'm game, meet ya there say 50 hours?",7

random,"edi #Knights-harden into resolve, and she knew Serpa was winning.",7

random,"t thing to do. Second, #helping Tahiri just might redeem him in the eyes of his future in-laws.",7

random,Is that a ford ram? @KatersC  #blondegirlfriendprobs,7

random,"Try these cool new kinds of marriages, recommended by the Bible: http://t.co/aIijSde1kp",7

random,Sad sight looking down on Sandy Beach (@ Britania Dog Park) [pic]: http://t.co/hcfXqL2Tcz,7

random,Machine Tool Sales Representative needed in Calgary. Great pay ! #job #hiring http://t.co/rRXweaBFkZ,7

random,Wish my friends would wake up so we could go get Cora's #cmon #riseandshine,7

random,"@YEGwine will have to have a pint or dram one day, hope the new owners don't change too much!",7

random,"mpire to the galaxy, and now he wanted #them to abandon him to his fate and fulfill their own destiny.",7

random,@kaylaroyle: if i wanted a play by play on the nhl draft i would watch it. #stop @CaptainSunshin3,7

random,@brickbryden  can I be your backup dancer?,7

random,"before. Bhindi died knowing that you will not tell happy stories of her, or use her example to inspire. Just like your n",7

random,@TexasDrake bro I've seen the texas drske  vines haha I can't believe you seen drake and bieb but striaght up celebs watch sports finals,7

random,"Thank you. Ben tucked the deed into his belt. Hey, Dad, I've got my landlord job back.",7

random,'McMahon Stadium' shows up at this time as Trend in Edmonton http://t.co/zPSDkMvL78,7

random,@pammyJ79 : neither! I am with Telus! :(,7

random,"A distant sputtering screech filtered through the thick door of the detention cell, jolting Jessa Dajus out of the lates",7

random,"@redneckmommy yeah same here, I despise that they charge so much for what is probably less then .50cents with of popcorn.",7

random,@MyLeatherJacket I've been using the trick you told me last summer to keep BunBun cool - ice packs/frozen water bottles! she thanks you!,7

random,Working with John Klassen! (@ Grande Prairie Mazda) http://t.co/8voxJHXCTu,7

random,Just found Iron Man at Muskoseepi Park! #IronMan #Marvel #CanadaDay #Awesome @ Muskoseepi Park http://t.co/l4nUDUnzDe,7

random,#bison #wildlife #parklife @ Elk Island National Park http://t.co/lxuFlUPru4,7

2013_Alberta_Floods,I can finally get back into a normal routine!! Normal is subjective to assuming I've ever had a routine,2

2013_Alberta_Floods,Shaw have opened the Shaw Go WiFi network for all citizens in Southern Alberta  please connect to the ShawGo network #yycflood,2

random,"iffened, time-browned vegetables and flowers #sagged in their pots like desiccated corpses. Sunlamps hung from the ceilin",7

random,@alishabhakri23 good news from clouston! They are optional !,7

random,Watch out fer 1-8 on Bs. #potential,7

random,"Parents, problems, friends, fakes, boys, love, crush, dating, responsibility, drama, heartache, failures, stress, happiness. It's life.",7

random,Tell me that little girl on the left isn't a mini duplicate of you ! @mM_yumyum http://t.co/7GhDGI3ChX,7

random,Just heard a mom refer to her little daughter as Prophecy.,7

random,"Journeyman Truck and Transport Technician / Journeyman Heavy Duty Mechanic needed in Medicine Hat, AB #job #hiring http://t.co/Nqxnrw3D09",7

random,"Looking in Calgary, AB. for a General Manager for our Precast products company. - excellent opportunity! #job #hiring http://t.co/rt6TWKP5gb",7

random,When I already eat dinner and I get home an my mom makes me eat again.. Fml .,7

random,Friday night #Dizzy #Encore #TravisPorter @ West Edmonton Mall http://t.co/aDg4zgwOx1,7

random,"had mellowed by mid-life into softer, gentler lines. Judging her with only a glance, no one would ever have thought her",7

random,"s he said it, he could hear the hope in his voice. It might be true. Or Cilghal's concern might be warranted. Only time",7

random,"I'm at Palliser Hospital (Brooks, Alberta) http://t.co/ohFGub3FnP",7

random,@ghunum we do not have kids here,7

random,"Stunned by Lukes words, Leias hologram jerked slightly.",7

random,@Mr_Mung @DJRoofeo @wyzewon Omg sooo late but these posts just made my day! Im down for hide &amp; go seek in the core tonight.,7

random,"Here for the Ponoka Stampede Parade! (@ Ponoka, Alberta) http://t.co/rJGY8k9UlZ",7

random,Did you know that #hey5sos was Trending Topic on Friday 21 for 3 hours in Edmonton? http://t.co/xQwbN6SldY,7

random,Talented Monahan states he is NHL-ready: This is an easy exercise. Connect the dots and  voila  the... http://t.co/xmfr20Fht4,7

2013_Alberta_Floods,@Factsionary: Every day the sun evaporates about a trillion tons of water. Well all AB needs now is a visit from the SUN. A very long one,2

random,@blackphiton thanks for following me,7

2013_Alberta_Floods,Wood Buffalo residents to receive flood funds: Residents of Wood Buffalo will be able to apply for funding to... http://t.co/lbNelaLNET,2

random,"She recognized it immediately:  The Spring Symphony by celebrated Naboo composer Tofli Argala. She'd mentioned once, in",7

random,one of my friends said I have truthful eyes..? hmm..,7

random,@caitlynmack cause we have a new rib menu so we have advertisements for those in the billfolds hahah,7

random,Just got picked up by the oilers so ya I'm a hockey star now #isitchellorchel ?,7

random,"Me and all my friends, We're all misunderstood",7

random,Lool I insulted Ezra Levant and he retweeted it that's hilarious I don't understand  Sun News and why they exist,7
